モデル名,検出した人数,"向きの回数(Front, Behind, Left, Right, None)",向きの割合[%],ファイルパス
yolo26s-pose,2,"{109: [0, 499, 0, 0, 17], 110: [0, 2, 0, 0, 0]}","{109: [0.0, 0.967, 0.0, 0.0, 0.033], 110: [0.0, 1.0, 0.0, 0.0, 0.0]}",data_yolo/移動/車載2/距離5m/手前/停止素通り/resize.mov
yolo26s-pose,1,"{111: [0, 21, 0, 0, 88]}","{111: [0.0, 0.193, 0.0, 0.0, 0.807]}",data_yolo/移動/車載2/距離5m/手前/走行横断/resize.mov
yolo26s-pose,1,"{113: [461, 0, 5, 0, 0]}","{113: [0.989, 0.0, 0.011, 0.0, 0.0]}",data_yolo/移動/車載2/距離5m/奥/素通り/resize.mov
yolo26s-pose,1,"{119: [487, 1, 2, 0, 0]}","{119: [0.994, 0.002, 0.004, 0.0, 0.0]}",data_yolo/移動/車載2/距離5m/奥/確認横断/resize.mov
yolo26s-pose,2,"{123: [511, 46, 2, 0, 0], 129: [0, 0, 0, 0, 14]}","{123: [0.914, 0.082, 0.004, 0.0, 0.0], 129: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/移動/車載2/距離5m/奥/不確認横断/resize.mov
yolo26s-pose,2,"{131: [542, 14, 12, 0, 0], 133: [2, 0, 0, 0, 0]}","{131: [0.954, 0.025, 0.021, 0.0, 0.0], 133: [1.0, 0.0, 0.0, 0.0, 0.0]}",data_yolo/移動/車載2/距離5m/奥/停止素通り/resize.mov
yolo26s-pose,1,"{136: [279, 0, 0, 0, 0]}","{136: [1.0, 0.0, 0.0, 0.0, 0.0]}",data_yolo/移動/車載2/距離5m/奥/走行横断/resize.mov
yolo26s-pose,3,"{138: [22, 734, 2, 0, 12], 139: [0, 1, 0, 0, 0], 140: [0, 1, 0, 0, 0]}","{138: [0.029, 0.953, 0.003, 0.0, 0.016], 139: [0.0, 1.0, 0.0, 0.0, 0.0], 140: [0.0, 1.0, 0.0, 0.0, 0.0]}",data_yolo/移動/車載2/距離10m/手前/素通り/resize.mov
yolo26s-pose,1,"{143: [0, 576, 0, 0, 17]}","{143: [0.0, 0.971, 0.0, 0.0, 0.029]}",data_yolo/移動/車載2/距離10m/手前/確認横断/resize.mov
yolo26s-pose,2,"{146: [0, 547, 0, 0, 12], 151: [0, 2, 0, 0, 0]}","{146: [0.0, 0.979, 0.0, 0.0, 0.021], 151: [0.0, 1.0, 0.0, 0.0, 0.0]}",data_yolo/移動/車載2/距離10m/手前/不確認横断/resize.mov
yolo26s-pose,3,"{153: [0, 721, 0, 0, 18], 157: [0, 1, 0, 0, 0], 158: [67, 0, 0, 0, 0]}","{153: [0.0, 0.976, 0.0, 0.0, 0.024], 157: [0.0, 1.0, 0.0, 0.0, 0.0], 158: [1.0, 0.0, 0.0, 0.0, 0.0]}",data_yolo/移動/車載2/距離10m/手前/停止素通り/resize.mov
yolo26s-pose,2,"{159: [0, 234, 0, 0, 10], 160: [0, 0, 0, 0, 2]}","{159: [0.0, 0.959, 0.0, 0.0, 0.041], 160: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/移動/車載2/距離10m/手前/走行横断/resize.mov
yolo26s-pose,1,"{162: [639, 0, 0, 0, 0]}","{162: [1.0, 0.0, 0.0, 0.0, 0.0]}",data_yolo/移動/車載2/距離10m/奥/素通り/resize.mov
yolo26s-pose,1,"{168: [481, 63, 4, 0, 0]}","{168: [0.878, 0.115, 0.007, 0.0, 0.0]}",data_yolo/移動/車載2/距離10m/奥/確認横断/resize.mov
yolo26s-pose,3,"{173: [559, 18, 0, 0, 0], 174: [120, 0, 0, 0, 0], 178: [21, 0, 0, 0, 0]}","{173: [0.969, 0.031, 0.0, 0.0, 0.0], 174: [1.0, 0.0, 0.0, 0.0, 0.0], 178: [1.0, 0.0, 0.0, 0.0, 0.0]}",data_yolo/移動/車載2/距離10m/奥/不確認横断/resize.mov
yolo26s-pose,1,"{179: [658, 0, 0, 0, 0]}","{179: [1.0, 0.0, 0.0, 0.0, 0.0]}",data_yolo/移動/車載2/距離10m/奥/停止素通り/resize.mov
yolo26s-pose,1,"{183: [297, 20, 0, 0, 0]}","{183: [0.937, 0.063, 0.0, 0.0, 0.0]}",data_yolo/移動/車載2/距離10m/奥/走行横断/resize.mov

yolo26s-pose,1,"{186: [0, 150, 0, 0, 0]}","{186: [0.0, 1.0, 0.0, 0.0, 0.0]}",data_yolo/停止/路側/距離5m/Behind/1回目/resize.mov
yolo26s-pose,1,"{186: [0, 246, 0, 0, 0]}","{186: [0.0, 1.0, 0.0, 0.0, 0.0]}",data_yolo/停止/路側/距離5m/Behind/3回目/resize.mov
yolo26s-pose,1,"{186: [0, 240, 0, 0, 0]}","{186: [0.0, 1.0, 0.0, 0.0, 0.0]}",data_yolo/停止/路側/距離5m/Behind/2回目/resize.mov
yolo26s-pose,3,"{187: [0, 0, 0, 0, 10], 188: [0, 0, 0, 0, 41], 191: [0, 0, 0, 0, 87]}","{187: [0.0, 0.0, 0.0, 0.0, 1.0], 188: [0.0, 0.0, 0.0, 0.0, 1.0], 191: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/路側/距離5m/Right/1回目/resize.mov
yolo26s-pose,1,"{191: [0, 0, 0, 0, 96]}","{191: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/路側/距離5m/Right/3回目/resize.mov
yolo26s-pose,2,"{191: [0, 0, 0, 0, 70], 192: [0, 0, 0, 0, 81]}","{191: [0.0, 0.0, 0.0, 0.0, 1.0], 192: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/路側/距離5m/Right/2回目/resize.mov
yolo26s-pose,2,"{193: [0, 0, 0, 0, 81], 198: [0, 0, 0, 0, 6]}","{193: [0.0, 0.0, 0.0, 0.0, 1.0], 198: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/路側/距離5m/Left/1回目/resize.mov
yolo26s-pose,4,"{199: [0, 0, 0, 0, 199], 203: [0, 0, 0, 0, 1], 204: [0, 0, 0, 0, 3], 205: [0, 0, 0, 0, 5]}","{199: [0.0, 0.0, 0.0, 0.0, 1.0], 203: [0.0, 0.0, 0.0, 0.0, 1.0], 204: [0.0, 0.0, 0.0, 0.0, 1.0], 205: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/路側/距離5m/Left/3回目/resize.mov
yolo26s-pose,1,"{199: [0, 0, 0, 0, 197]}","{199: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/路側/距離5m/Left/2回目/resize.mov
yolo26s-pose,1,"{199: [68, 114, 0, 6, 42]}","{199: [0.296, 0.496, 0.0, 0.026, 0.183]}",data_yolo/停止/路側/距離5m/RightandCheck/1回目/resize.mov
yolo26s-pose,1,"{199: [0, 0, 0, 0, 254]}","{199: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/路側/距離5m/RightandCheck/3回目/resize.mov
yolo26s-pose,1,"{199: [0, 121, 0, 0, 108]}","{199: [0.0, 0.528, 0.0, 0.0, 0.472]}",data_yolo/停止/路側/距離5m/RightandCheck/2回目/resize.mov
yolo26s-pose,1,"{199: [145, 0, 0, 0, 0]}","{199: [1.0, 0.0, 0.0, 0.0, 0.0]}",data_yolo/停止/路側/距離5m/Front/1回目/resize.mov
yolo26s-pose,1,"{199: [199, 0, 0, 0, 0]}","{199: [1.0, 0.0, 0.0, 0.0, 0.0]}",data_yolo/停止/路側/距離5m/Front/3回目/resize.mov
yolo26s-pose,1,"{199: [222, 0, 0, 0, 0]}","{199: [1.0, 0.0, 0.0, 0.0, 0.0]}",data_yolo/停止/路側/距離5m/Front/2回目/resize.mov
yolo26s-pose,1,"{213: [0, 166, 0, 0, 0]}","{213: [0.0, 1.0, 0.0, 0.0, 0.0]}",data_yolo/停止/路側/距離10m/Behind/1回目/resize.mov
yolo26s-pose,1,"{213: [0, 169, 0, 0, 0]}","{213: [0.0, 1.0, 0.0, 0.0, 0.0]}",data_yolo/停止/路側/距離10m/Behind/3回目/resize.mov
yolo26s-pose,1,"{213: [0, 233, 0, 0, 0]}","{213: [0.0, 1.0, 0.0, 0.0, 0.0]}",data_yolo/停止/路側/距離10m/Behind/2回目/resize.mov
yolo26s-pose,1,"{213: [0, 148, 0, 0, 0]}","{213: [0.0, 1.0, 0.0, 0.0, 0.0]}",data_yolo/停止/路側/距離10m/Right/1回目/resize.mov
yolo26s-pose,1,"{213: [0, 167, 0, 0, 12]}","{213: [0.0, 0.933, 0.0, 0.0, 0.067]}",data_yolo/停止/路側/距離10m/Right/3回目/resize.mov
yolo26s-pose,1,"{213: [0, 195, 0, 0, 0]}","{213: [0.0, 1.0, 0.0, 0.0, 0.0]}",data_yolo/停止/路側/距離10m/Right/2回目/resize.mov
yolo26s-pose,1,"{213: [0, 103, 0, 0, 0]}","{213: [0.0, 1.0, 0.0, 0.0, 0.0]}",data_yolo/停止/路側/距離10m/Left/1回目/resize.mov
yolo26s-pose,1,"{213: [0, 126, 0, 0, 99]}","{213: [0.0, 0.56, 0.0, 0.0, 0.44]}",data_yolo/停止/路側/距離10m/Left/3回目/resize.mov
yolo26s-pose,1,"{213: [0, 0, 0, 0, 204]}","{213: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/路側/距離10m/Left/2回目/resize.mov
yolo26s-pose,2,"{213: [16, 128, 0, 75, 0], 214: [0, 13, 0, 0, 0]}","{213: [0.073, 0.584, 0.0, 0.342, 0.0], 214: [0.0, 1.0, 0.0, 0.0, 0.0]}",data_yolo/停止/路側/距離10m/RightandCheck/1回目/resize.mov
yolo26s-pose,1,"{213: [23, 170, 0, 18, 0]}","{213: [0.109, 0.806, 0.0, 0.085, 0.0]}",data_yolo/停止/路側/距離10m/RightandCheck/3回目/resize.mov
yolo26s-pose,1,"{213: [47, 129, 0, 46, 0]}","{213: [0.212, 0.581, 0.0, 0.207, 0.0]}",data_yolo/停止/路側/距離10m/RightandCheck/2回目/resize.mov
yolo26s-pose,1,"{213: [95, 86, 5, 0, 0]}","{213: [0.511, 0.462, 0.027, 0.0, 0.0]}",data_yolo/停止/路側/距離10m/Front/1回目/resize.mov
yolo26s-pose,1,"{213: [156, 44, 2, 0, 0]}","{213: [0.772, 0.218, 0.01, 0.0, 0.0]}",data_yolo/停止/路側/距離10m/Front/3回目/resize.mov
yolo26s-pose,1,"{213: [173, 0, 1, 0, 0]}","{213: [0.994, 0.0, 0.006, 0.0, 0.0]}",data_yolo/停止/路側/距離10m/Front/2回目/resize.mov
yolo26s-pose,1,"{215: [0, 215, 0, 0, 0]}","{215: [0.0, 1.0, 0.0, 0.0, 0.0]}",data_yolo/停止/車載/距離5m/Behind/1回目/resize.mov
yolo26s-pose,1,"{215: [0, 200, 0, 0, 0]}","{215: [0.0, 1.0, 0.0, 0.0, 0.0]}",data_yolo/停止/車載/距離5m/Behind/3回目/resize.mov
yolo26s-pose,1,"{215: [0, 230, 0, 0, 0]}","{215: [0.0, 1.0, 0.0, 0.0, 0.0]}",data_yolo/停止/車載/距離5m/Behind/2回目/resize.mov
yolo26s-pose,1,"{215: [0, 0, 0, 0, 131]}","{215: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/車載/距離5m/Right/1回目/resize.mov
yolo26s-pose,1,"{215: [0, 0, 0, 0, 255]}","{215: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/車載/距離5m/Right/3回目/resize.mov
yolo26s-pose,1,"{215: [0, 0, 0, 0, 252]}","{215: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/車載/距離5m/Right/2回目/resize.mov
yolo26s-pose,1,"{216: [0, 0, 0, 0, 176]}","{216: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/車載/距離5m/Left/1回目/resize.mov
yolo26s-pose,1,"{216: [0, 0, 0, 0, 215]}","{216: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/車載/距離5m/Left/3回目/resize.mov
yolo26s-pose,1,"{216: [0, 0, 0, 0, 221]}","{216: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/車載/距離5m/Left/2回目/resize.mov
yolo26s-pose,1,"{217: [58, 198, 0, 1, 32]}","{217: [0.201, 0.685, 0.0, 0.003, 0.111]}",data_yolo/停止/車載/距離5m/RightandCheck/1回目/resize.mov
yolo26s-pose,1,"{217: [0, 0, 0, 0, 252]}","{217: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/車載/距離5m/RightandCheck/3回目/resize.mov
yolo26s-pose,1,"{217: [0, 0, 0, 0, 237]}","{217: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/車載/距離5m/RightandCheck/2回目/resize.mov
yolo26s-pose,2,"{218: [214, 0, 0, 0, 0], 220: [6, 0, 0, 0, 0]}","{218: [1.0, 0.0, 0.0, 0.0, 0.0], 220: [1.0, 0.0, 0.0, 0.0, 0.0]}",data_yolo/停止/車載/距離5m/Front/1回目/resize.mov
yolo26s-pose,9,"{218: [206, 0, 0, 0, 0], 221: [1, 0, 0, 0, 0], 222: [4, 0, 0, 0, 0], 223: [4, 0, 0, 0, 0], 224: [5, 0, 0, 0, 0], 225: [2, 0, 0, 0, 0], 226: [10, 0, 0, 0, 0], 227: [4, 0, 0, 0, 0], 228: [1, 0, 0, 0, 0]}","{218: [1.0, 0.0, 0.0, 0.0, 0.0], 221: [1.0, 0.0, 0.0, 0.0, 0.0], 222: [1.0, 0.0, 0.0, 0.0, 0.0], 223: [1.0, 0.0, 0.0, 0.0, 0.0], 224: [1.0, 0.0, 0.0, 0.0, 0.0], 225: [1.0, 0.0, 0.0, 0.0, 0.0], 226: [1.0, 0.0, 0.0, 0.0, 0.0], 227: [1.0, 0.0, 0.0, 0.0, 0.0], 228: [1.0, 0.0, 0.0, 0.0, 0.0]}",data_yolo/停止/車載/距離5m/Front/3回目/resize.mov
yolo26s-pose,1,"{218: [208, 0, 0, 0, 0]}","{218: [1.0, 0.0, 0.0, 0.0, 0.0]}",data_yolo/停止/車載/距離5m/Front/2回目/resize.mov
yolo26s-pose,1,"{230: [0, 207, 0, 0, 0]}","{230: [0.0, 1.0, 0.0, 0.0, 0.0]}",data_yolo/停止/車載/距離10m/Behind/1回目/resize.mov
yolo26s-pose,1,"{230: [0, 208, 0, 0, 0]}","{230: [0.0, 1.0, 0.0, 0.0, 0.0]}",data_yolo/停止/車載/距離10m/Behind/3回目/resize.mov
yolo26s-pose,1,"{230: [0, 212, 0, 0, 0]}","{230: [0.0, 1.0, 0.0, 0.0, 0.0]}",data_yolo/停止/車載/距離10m/Behind/2回目/resize.mov
yolo26s-pose,1,"{230: [0, 0, 0, 0, 210]}","{230: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/車載/距離10m/Right/1回目/resize.mov
yolo26s-pose,1,"{230: [0, 0, 0, 0, 207]}","{230: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/車載/距離10m/Right/3回目/resize.mov
yolo26s-pose,1,"{230: [0, 0, 0, 0, 219]}","{230: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/車載/距離10m/Right/2回目/resize.mov
yolo26s-pose,1,"{230: [0, 0, 0, 0, 216]}","{230: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/車載/距離10m/Left/1回目/resize.mov
yolo26s-pose,1,"{230: [0, 0, 0, 0, 223]}","{230: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/車載/距離10m/Left/3回目/resize.mov
yolo26s-pose,1,"{230: [0, 0, 0, 0, 215]}","{230: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/車載/距離10m/Left/2回目/resize.mov
yolo26s-pose,1,"{230: [50, 58, 0, 1, 192]}","{230: [0.166, 0.193, 0.0, 0.003, 0.638]}",data_yolo/停止/車載/距離10m/RightandCheck/1回目/resize.mov
yolo26s-pose,1,"{230: [1, 126, 0, 83, 1]}","{230: [0.005, 0.597, 0.0, 0.393, 0.005]}",data_yolo/停止/車載/距離10m/RightandCheck/3回目/resize.mov
yolo26s-pose,1,"{230: [0, 0, 0, 0, 247]}","{230: [0.0, 0.0, 0.0, 0.0, 1.0]}",data_yolo/停止/車載/距離10m/RightandCheck/2回目/resize.mov
yolo26s-pose,1,"{230: [226, 0, 0, 0, 0]}","{230: [1.0, 0.0, 0.0, 0.0, 0.0]}",data_yolo/停止/車載/距離10m/Front/1回目/resize.mov
yolo26s-pose,1,"{230: [212, 0, 0, 0, 0]}","{230: [1.0, 0.0, 0.0, 0.0, 0.0]}",data_yolo/停止/車載/距離10m/Front/3回目/resize.mov
yolo26s-pose,1,"{230: [213, 0, 0, 0, 0]}","{230: [1.0, 0.0, 0.0, 0.0, 0.0]}",data_yolo/停止/車載/距離10m/Front/2回目/resize.mov
